"akatia__Auto_Merge__c","Billing_Name__c","akatia__Commodity_Group_Code__c","akatia__SubGroup_Code__c","akatia__Description__c","akatia__DNGenerate_Putaway__c","akatia__Serial_Mgt__c","Name","akatia__Item__c"
"false","iPad (8th Gen) 32GB Space Gray","Asset","Apple-iPad","iPad (8th Gen) 32GB Wi-Fi + Cellular Space Gray","false","true","iPad832W+CSG","190199810143"
"false","iPad (8th Gen) 32GB Gold","Asset","Apple-iPad","iPad (8th Gen) 32GB Wi-Fi Gold","false","true","iPad832WG","190199807662"
"false","iPad (8th Gen) 32GB Silver","Asset","Apple-iPad","iPad (8th Gen) 32GB Wi-Fi Silver","false","true","iPad832WS","190199807433"
"false","iPad (8th Gen) 32GB Space Gray","Asset","Apple-iPad","iPad (8th Gen) 32GB Wi-Fi Space Gray","false","true","iPad832WSG","190199807204"
"false","iPad (9th Gen) 256GB Silver","Asset","Apple-iPad","iPad (9th Gen) 256GB Wi-Fi + Cellular Silver","false","true","iPad9256W+CS","194252516874"
"false","iPad (9th Gen) 256GB Space Gray","Asset","Apple-iPad","iPad (9th Gen) 256GB Wi-Fi + Cellular Space Gray","false","true","iPad9256W+CSG","194252516690"
"false","iPad (9th Gen) 256GB Silver","Asset","Apple-iPad","iPad (9th Gen) 256GB Wi-Fi Silver","false","true","iPad9256WS","194252516164"
"false","iPad (9th Gen) 256GB Space Gray","Asset","Apple-iPad","iPad (9th Gen) 256GB Wi-Fi Space Gray","false","true","iPad9256WSG","194252515990"
"false","iPad (9th Gen) 64GB Silver","Asset","Apple-iPad","iPad (9th Gen) 64GB Wi-Fi + Cellular Silver","false","true","iPad964W+CS","194252516515"
"false","iPad (9th Gen) 64GB Space Gray","Asset","Apple-iPad","iPad (9th Gen) 64GB Wi-Fi + Cellular Space Gray","false","true","iPad964W+CSG","194252516331"
"false","iPad (9th Gen) 64GB Silver","Asset","Apple-iPad","iPad (9th Gen) 64GB Wi-Fi Silver","false","true","iPad964WS","194252515822"
"false","iPad (9th Gen) 64GB Space Gray","Asset","Apple-iPad","iPad (9th Gen) 64GB Wi-Fi Space Gray","false","true","iPad964WSG","194252515655"
"false","iPad Air (2nd Gen) 32GB Silver","Asset","Apple-iPad","iPad Air (2nd Gen) 32GB Wi-Fi + Cellular Silver","false","true","iPadAir232W+CS","190198163813"
"false","iPad Air (2nd Gen) 64GB Space Gray","Asset","Apple-iPad","iPad Air (2nd Gen) 64GB Wi-Fi + Cellular Space Gray","false","true","iPadAir264W+CSG","190198075314"
"false","iPad Air (2nd Gen) 64GB Space Gray","Asset","Apple-iPad","iPad Air (2nd Gen) 64GB Wi-Fi Space Gray","false","true","iPadAir264WSG","190198066510"
"false","iPad Air (3rd Gen) 256GB Space Gray","Asset","Apple-iPad","iPad Air (3rd Gen) 256GB Wi-Fi Space Gray","false","true","iPadAir3256WSG","190199084222"
"false","iPad Air (3rd Gen) 64GB Space Gray","Asset","Apple-iPad","iPad Air (3rd Gen) 64GB Wi-Fi + Cellular Space Gray","false","true","iPadAir364W+CSG","190199081261"
"false","iPad Air (4th Gen) 256GB Green","Asset","Apple-iPad","iPad Air (4th Gen) 256GB Wi-Fi + Cellular Green","false","true","iPadAir4256W+CG","190199791893"
"false","iPad Air (4th Gen) 256GB Rose Gold","Asset","Apple-iPad","iPad Air (4th Gen) 256GB Wi-Fi + Cellular Rose Gold","false","true","iPadAir4256W+CRG","190199795532"
"false","iPad Air (4th Gen) 256GB Silver","Asset","Apple-iPad","iPad Air (4th Gen) 256GB Wi-Fi + Cellular Silver","false","true","iPadAir4256W+CS","190199794382"
"false","iPad Air (4th Gen) 256GB Sky Blue","Asset","Apple-iPad","iPad Air (4th Gen) 256GB Wi-Fi + Cellular Sky Blue","false","true","iPadAir4256W+CSB","190199798083"
"false","iPad Air (4th Gen) 256GB Space Gray","Asset","Apple-iPad","iPad Air (4th Gen) 256GB Wi-Fi + Cellular Space Gray","false","true","iPadAir4256W+CSG","190199793231"
"false","iPad Air (4th Gen) 64GB Green","Asset","Apple-iPad","iPad Air (4th Gen) 64GB Wi-Fi + Cellular Green","false","true","iPadAir464W+CG","190199790575"
"false","iPad Air (4th Gen) 64GB Rose Gold","Asset","Apple-iPad","iPad Air (4th Gen) 64GB Wi-Fi + Cellular Rose Gold","false","true","iPadAir464W+CRG","190199789783"
"false","iPad Air (4th Gen) 64GB Silver","Asset","Apple-iPad","iPad Air (4th Gen) 64GB Wi-Fi + Cellular Silver","false","true","iPadAir464W+CS","190199788633"
"false","iPad Air (4th Gen) 64GB Sky Blue","Asset","Apple-iPad","iPad Air (4th Gen) 64GB Wi-Fi + Cellular Sky Blue","false","true","iPadAir464W+CSB","190199791718"
"false","iPad Air (4th Gen) 64GB Space Gray","Asset","Apple-iPad","iPad Air (4th Gen) 64GB Wi-Fi + Cellular Space Gray","false","true","iPadAir464W+CSG","190199787483"
"false","iPad Air (5th Gen) 256GB Blue","Asset","Apple-iPad","iPad Air (5th Gen) 256GB Wi-Fi + Cellular Blue","false","true","iPadAir5256W+CB","194252828236"
"false","iPad Air (5th Gen) 256GB Pink","Asset","Apple-iPad","iPad Air (5th Gen) 256GB Wi-Fi + Cellular Pink","false","true","iPadAir5256W+Cpi","194252823613"
"false","iPad Air (5th Gen) 256GB Purple","Asset","Apple-iPad","iPad Air (5th Gen) 256GB Wi-Fi + Cellular Purple","false","true","iPadAir5256W+Cpu","194252825945"
"false","iPad Air (5th Gen) 256GB Space Gray","Asset","Apple-iPad","iPad Air (5th Gen) 256GB Wi-Fi + Cellular Space Gray","false","true","iPadAir5256W+CSG","194252821626"
"false","iPad Air (5th Gen) 256GB Starlight","Asset","Apple-iPad","iPad Air (5th Gen) 256GB Wi-Fi + Cellular Starlight","false","true","iPadAir5256W+CS","194252814468"
"false","iPad Air (5th Gen) 64GB Blue","Asset","Apple-iPad","iPad Air (5th Gen) 64GB Wi-Fi + Cellular Blue","false","true","iPadAir564W+CB","194252806807"
"false","iPad Air (5th Gen) 64GB Purple","Asset","Apple-iPad","iPad Air (5th Gen) 64GB Wi-Fi + Cellular Purple","false","true","iPadAir564W+CP","194252834800"
"false","iPad Air (5th Gen) 64GB Space Gray","Asset","Apple-iPad","iPad Air (5th Gen) 64GB Wi-Fi + Cellular Space Gray","false","true","iPadAir564W+CSG","194252806203"
"false","iPad Air (5th Gen) 64GB Starlight","Asset","Apple-iPad","iPad Air (5th Gen) 64GB Wi-Fi + Cellular Starlight","false","true","iPadAir564W+CS","194252809051"
"false","iPad Air (M2) 11"" 128GB Blue","Asset","Apple-iPad","iPad Air (M2) 11"" 128GB Wi-Fi + Cellular Blue","false","true","iPadAirM211128W+CB","195949193071"
"false","iPad Air (M2) 11"" 128GB Space Gray","Asset","Apple-iPad","iPad Air (M2) 11"" 128GB Wi-Fi + Cellular Space Gray","false","true","iPadAirM211128W+CSG","195949193156"
"false","iPad Air (M2) 11"" 128GB Blue","Asset","Apple-iPad","iPad Air (M2) 11"" 128GB Wi-Fi Blue","false","true","iPadAirM211128WB","195949189098"
"false","iPad Air (M2) 11"" 128GB Purple","Asset","Apple-iPad","iPad Air (M2) 11"" 128GB Wi-Fi Purple","false","true","iPadAirM211128WP","195949190100"
"false","iPad Air (M2) 11"" 128GB Space Gray","Asset","Apple-iPad","iPad Air (M2) 11"" 128GB Wi-Fi Space Gray","false","true","iPadAirM211128WSG","195949188138"
"false","iPad Air (M2) 11"" 128GB Starlight","Asset","Apple-iPad","iPad Air (M2) 11"" 128GB Wi-Fi Starlight","false","true","iPadAirM211128WS","195949191091"
"false","iPad Air (M2) 11"" 256GB Space Gray","Asset","Apple-iPad","iPad Air (M2) 11"" 256GB Wi-Fi Space Gray","false","true","iPadAirM211256WSG","195949216390"
"false","iPad Air (M2) 13"" 128GB Space Gray","Asset","Apple-iPad","iPad Air (M2) 13"" 128GB Wi-Fi Space Gray","false","true","iPadAirM213128WSG","195949280627"
"false","iPad Air (M2) 13"" 256GB Space Gray","Asset","Apple-iPad","iPad Air (M2) 13"" 256GB Wi-Fi + Cellular Space Gray","false","true","iPadAirM213256W+CSG","195949287343"
"false","iPad Air 11"" (M2) 128GB Purple","Asset","Apple-iPad","iPad Air 11"" (M2) 128GB Wi-Fi + Cellular Purple","false","true","iPadAir11M2128W+CP","195949193194"
"false","iPad Air 11"" (M2) 128GB Space Gray","Asset","Apple-iPad","iPad Air 11"" (M2) 128GB Wi-Fi + Cellular Space Gray","false","true","iPadAir11M2128W+CSG","195949204074"
"false","iPad Air 11"" (M2) 128GB Starlight","Asset","Apple-iPad","iPad Air 11"" (M2) 128GB Wi-Fi + Cellular Starlight","false","true","iPadAir11M2128W+CS","195949193019"
"false","iPad Air 11"" (M2) 1TB Space Gray","Asset","Apple-iPad","iPad Air 11"" (M2) 1TB Space Gray","false","true","iPadAir11M21TBSG","195949190537"
"false","iPad Air 11"" (M2) 1TB Blue","Asset","Apple-iPad","iPad Air 11"" (M2) 1TB Wi-Fi + Cellular Blue","false","true","iPadAir11M21TBW+CB","195949207457"
"false","iPad Air 11"" (M2) 1TB Purple","Asset","Apple-iPad","iPad Air 11"" (M2) 1TB Wi-Fi + Cellular Purple","false","true","iPadAir11M21TBW+CP","195949207648"
"false","iPad Air 11"" (M2) 1TB Space Gray","Asset","Apple-iPad","iPad Air 11"" (M2) 1TB Wi-Fi + Cellular Space Gray","false","true","iPadAir11M21TBW+CSG","195949207266"
"false","iPad Air 11"" (M2) 1TB Starlight","Asset","Apple-iPad","iPad Air 11"" (M2) 1TB Wi-Fi + Cellular Starlight","false","true","iPadAir11M21TBW+CS","195949207716"
"false","iPad Air 11"" (M2) 1TB Blue","Asset","Apple-iPad","iPad Air 11"" (M2) 1TB Wi-Fi Blue","false","true","iPadAir11M21TBWB","195949191640"
"false","iPad Air 11"" (M2) 1TB Space Gray","Asset","Apple-iPad","iPad Air 11"" (M2) 1TB Wi-Fi Space Gray","false","true","iPadAir11M21TBWSG","195949191374"
"false","iPad Air 11"" (M2) 256GB Blue","Asset","Apple-iPad","iPad Air 11"" (M2) 256GB Wi-Fi + Cellular Blue","false","true","iPadAir11M2256W+CB","195949219612"
"false","iPad Air 11"" (M2) 256GB Purple","Asset","Apple-iPad","iPad Air 11"" (M2) 256GB Wi-Fi + Cellular Purple","false","true","iPadAir11M2256W+CP","195949219919"
"false","iPad Air 11"" (M2) 256GB Space Gray","Asset","Apple-iPad","iPad Air 11"" (M2) 256GB Wi-Fi + Cellular Space Gray","false","true","iPadAir11M2256W+CSG","195949219315"
"false","iPad Air 11"" (M2) 256GB Starlight","Asset","Apple-iPad","iPad Air 11"" (M2) 256GB Wi-Fi + Cellular Starlight","false","true","iPadAir11M2256W+CS","195949220212"
"false","iPad Air 11"" (M2) 256GB Blue","Asset","Apple-iPad","iPad Air 11"" (M2) 256GB Wi-Fi Blue","false","true","iPadAir11M2256WB","195949189425"
"false","iPad Air 11"" (M2) 256GB Purple","Asset","Apple-iPad","iPad Air 11"" (M2) 256GB Wi-Fi Purple","false","true","iPadAir11M2256WP","195949189616"
"false","iPad Air 11"" (M2) 256GB Starlight","Asset","Apple-iPad","iPad Air 11"" (M2) 256GB Wi-Fi Starlight","false","true","iPadAir11M2256WS","195949189807"
"false","iPad Air 11"" (M2) 512GB Blue","Asset","Apple-iPad","iPad Air 11"" (M2) 512GB Wi-Fi + Cellular Blue","false","true","iPadAir11M2512W+CB","195949190544"
"false","iPad Air 11"" (M2) 512GB Purple","Asset","Apple-iPad","iPad Air 11"" (M2) 512GB Wi-Fi + Cellular Purple","false","true","iPadAir11M2512W+CP","195949190797"
"false","iPad Air 11"" (M2) 512GB Space Gray","Asset","Apple-iPad","iPad Air 11"" (M2) 512GB Wi-Fi + Cellular Space Gray","false","true","iPadAir11M2512W+CSG","195949190292"
"false","iPad Air 11"" (M2) 512GB Starlight","Asset","Apple-iPad","iPad Air 11"" (M2) 512GB Wi-Fi + Cellular Starlight","false","true","iPadAir11M2512W+CS","195949191046"
"false","iPad Air 11"" (M2) 512GB Starlight","Asset","Apple-iPad","iPad Air 11"" (M2) 512GB Wi-Fi Starlight","false","true","iPadAir11M2512WS","195949190834"
"false","iPad Air 11"" (M3) 128GB Blue","Asset","Apple-iPad","iPad Air 11"" (M3) 128GB Wi-Fi + Cellular Blue","false","true","iPadAir11M3128W+CB","195949986437"
"false","iPad Air 11"" (M3) 128GB Purple","Asset","Apple-iPad","iPad Air 11"" (M3) 128GB Wi-Fi + Cellular Purple","false","true","iPadAir11M3128W+CP","195949986659"
"false","iPad Air 11"" (M3) 128GB Space Gray","Asset","Apple-iPad","iPad Air 11"" (M3) 128GB Wi-Fi + Cellular Space Gray","false","true","iPadAir11M3128W+CSG","195949986215"
"false","iPad Air 11"" (M3) 128GB Starlight","Asset","Apple-iPad","iPad Air 11"" (M3) 128GB Wi-Fi + Cellular Starlight","false","true","iPadAir11M3128W+CS","195949986871"
"false","iPad Air 11"" (M3) 128GB Blue","Asset","Apple-iPad","iPad Air 11"" (M3) 128GB Wi-Fi Blue","false","true","iPadAir11M3128WB","195950069013"
"false","iPad Air 11"" (M3) 128GB Purple","Asset","Apple-iPad","iPad Air 11"" (M3) 128GB Wi-Fi Purple","false","true","iPadAir11M3128WP","195950069020"
"false","iPad Air 11"" (M3) 128GB Space Gray","Asset","Apple-iPad","iPad Air 11"" (M3) 128GB Wi-Fi Space Gray","false","true","iPadAir11M3128WSG","195950069006"
"false","iPad Air 11"" (M3) 128GB Starlight","Asset","Apple-iPad","iPad Air 11"" (M3) 128GB Wi-Fi Starlight","false","true","iPadAir11M3128WS","195950069037"
"false","iPad Air 11"" (M3) 1TB Space Gray","Asset","Apple-iPad","iPad Air 11"" (M3) 1TB Wi-Fi + Cellular Space Gray","false","true","iPadAir11M31TBW+CSG","195949991271"
"false","iPad Air 11"" (M3) 1TB Blue","Asset","Apple-iPad","iPad Air 11"" (M3) 1TB Wi-Fi Blue","false","true","iPadAir11M31TBWB","195950069228"
"false","iPad Air 11"" (M3) 256GB Blue","Asset","Apple-iPad","iPad Air 11"" (M3) 256GB Wi-Fi + Cellular Blue","false","true","iPadAir11M3256W+CB","195949987311"
"false","iPad Air 11"" (M3) 256GB Space Gray","Asset","Apple-iPad","iPad Air 11"" (M3) 256GB Wi-Fi + Cellular Space Gray","false","true","iPadAir11M3256W+CSG","195949987090"
"false","iPad Air 11"" (M3) 256GB Space Gray","Asset","Apple-iPad","iPad Air 11"" (M3) 256GB Wi-Fi Space Gray","false","true","iPadAir11M3256WSG","195950069082"
"false","iPad Air 11"" (M3) 512GB Purple","Asset","Apple-iPad","iPad Air 11"" (M3) 512GB Wi-Fi Purple","false","true","iPadAir11M3512WP","195950069167"
"false","iPad Air 11"" (M4) 128GB Blue","Asset","Apple-iPad","iPad Air 11"" (M4) 128GB Blue","false","true","AIR11M4128B","X80000000000000002"
"false","iPad Air 11"" (M4) 128GB Purple","Asset","Apple-iPad","iPad Air 11"" (M4) 128GB Purple","false","true","AIR11M4128P","X80000000000000003"
"false","iPad Air 11"" (M4) 128GB Space Gray","Asset","Apple-iPad","iPad Air 11"" (M4) 128GB Space Gray","false","true","AIR11M4128SG","X80000000000000002"
"false","iPad Air 11"" (M4) 128GB Starlight","Asset","Apple-iPad","iPad Air 11"" (M4) 128GB Starlight","false","true","AIR11M4128S","X80000000000000004"
"false","iPad Air 11"" (M4) 1TB Blue","Asset","Apple-iPad","iPad Air 11"" (M4) 1TB Blue","false","true","AIR11M41TBB","X80000000000000013"
"false","iPad Air 11"" (M4) 1TB Purple","Asset","Apple-iPad","iPad Air 11"" (M4) 1TB Purple","false","true","AIR11M41TBP","X80000000000000014"
"false","iPad Air 11"" (M4) 1TB Space Gray","Asset","Apple-iPad","iPad Air 11"" (M4) 1TB Space Gray","false","true","AIR11M41TBSG","X80000000000000012"
"false","iPad Air 11"" (M4) 1TB Starlight","Asset","Apple-iPad","iPad Air 11"" (M4) 1TB Starlight","false","true","AIR11M41TBS","X80000000000000015"
"false","iPad Air 11"" (M4) 256GB Blue","Asset","Apple-iPad","iPad Air 11"" (M4) 256GB Blue","false","true","AIR11M4256B","X80000000000000006"
"false","iPad Air 11"" (M4) 256GB Purple","Asset","Apple-iPad","iPad Air 11"" (M4) 256GB Purple","false","true","AIR11M4256P","X80000000000000007"
"false","iPad Air 11"" (M4) 256GB Space Gray","Asset","Apple-iPad","iPad Air 11"" (M4) 256GB Space Gray","false","true","AIR11M4256SG","X80000000000000005"
"false","iPad Air 11"" (M4) 256GB Starlight","Asset","Apple-iPad","iPad Air 11"" (M4) 256GB Starlight","false","true","AIR11M4256S","X80000000000000008"
"false","iPad Air 11"" (M4) 512GB Blue","Asset","Apple-iPad","iPad Air 11"" (M4) 512GB Blue","false","true","AIR11M4512B","X80000000000000010"
"false","iPad Air 11"" (M4) 512GB Purple","Asset","Apple-iPad","iPad Air 11"" (M4) 512GB Purple","false","true","AIR11M4512P","X80000000000000011"
"false","iPad Air 11"" (M4) 512GB Space Gray","Asset","Apple-iPad","iPad Air 11"" (M4) 512GB Space Gray","false","true","AIR11M4512SG","X80000000000000009"
"false","iPad Air 11"" (M4) 512GB Starlight","Asset","Apple-iPad","iPad Air 11"" (M4) 512GB Starlight","false","true","AIR11M4512S","X80000000000000012"
"false","iPad Air 13"" (M2) 128GB Blue","Asset","Apple-iPad","iPad Air 13"" (M2) 128GB Wi-Fi + Cellular Blue","false","true","iPadAir13M2128W+CB","195949266362"
"false","iPad Air 13"" (M2) 128GB Purple","Asset","Apple-iPad","iPad Air 13"" (M2) 128GB Wi-Fi + Cellular Purple","false","true","iPadAir13M2128W+CP","195949289248"
"false","iPad Air 13"" (M2) 128GB Starlight","Asset","Apple-iPad","iPad Air 13"" (M2) 128GB Wi-Fi + Cellular Starlight","false","true","iPadAir13M2128W+CS","195949290206"
"false","iPad Air 13"" (M2) 128GB Space Gray","Asset","Apple-iPad","iPad Air 13"" (M2) 128GB Wi-Fi Space Gray","false","true","iPadAir13M2128WSG","195949191831"
"false","iPad Air 13"" (M2) 1TB Space Gray","Asset","Apple-iPad","iPad Air 13"" (M2) 1TB Space Gray","false","true","iPadAir13M21TBSG","195949256059"
"false","iPad Air 13"" (M2) 1TB Blue","Asset","Apple-iPad","iPad Air 13"" (M2) 1TB Wi-Fi + Cellular Blue","false","true","iPadAir13M21TBW+CB","195949299803"
"false","iPad Air 13"" (M2) 1TB Purple","Asset","Apple-iPad","iPad Air 13"" (M2) 1TB Wi-Fi + Cellular Purple","false","true","iPadAir13M21TBW+CP","195949300769"
"false","iPad Air 13"" (M2) 1TB Space Gray","Asset","Apple-iPad","iPad Air 13"" (M2) 1TB Wi-Fi + Cellular Space Gray","false","true","iPadAir13M21TBW+CSG","195949298844"
"false","iPad Air 13"" (M2) 1TB Starlight","Asset","Apple-iPad","iPad Air 13"" (M2) 1TB Wi-Fi + Cellular Starlight","false","true","iPadAir13M21TBW+CS","195949301728"
"false","iPad Air 13"" (M2) 1TB Starlight","Asset","Apple-iPad","iPad Air 13"" (M2) 1TB Wi-Fi Starlight","false","true","iPadAir13M21TBWS","195949287114"
"false","iPad Air 13"" (M2) 256GB Blue","Asset","Apple-iPad","iPad Air 13"" (M2) 256GB Wi-Fi + Cellular Blue","false","true","iPadAir13M2256W+CB","195949292125"
"false","iPad Air 13"" (M2) 256GB Purple","Asset","Apple-iPad","iPad Air 13"" (M2) 256GB Wi-Fi + Cellular Purple","false","true","iPadAir13M2256W+CP","195949293085"
"false","iPad Air 13"" (M2) 256GB Space Gray","Asset","Apple-iPad","iPad Air 13"" (M2) 256GB Wi-Fi + Cellular Space Gray","false","true","iPadAir13M2256W+CSG","195949291166"
"false","iPad Air 13"" (M2) 256GB Starlight","Asset","Apple-iPad","iPad Air 13"" (M2) 256GB Wi-Fi + Cellular Starlight","false","true","iPadAir13M2256W+CS","195949294044"
"false","iPad Air 13"" (M2) 256GB Starlight","Asset","Apple-iPad","iPad Air 13"" (M2) 256GB Wi-Fi Starlight","false","true","iPadAir13M2256WS","195949255229"
"false","iPad Air 13"" (M2) 512GB Blue","Asset","Apple-iPad","iPad Air 13"" (M2) 512GB Wi-Fi + Cellular Blue","false","true","iPadAir13M2512W+CB","195949268281"
"false","iPad Air 13"" (M2) 512GB Purple","Asset","Apple-iPad","iPad Air 13"" (M2) 512GB Wi-Fi + Cellular Purple","false","true","iPadAir13M2512W+CP","195949296925"
"false","iPad Air 13"" (M2) 512GB Space Gray","Asset","Apple-iPad","iPad Air 13"" (M2) 512GB Wi-Fi + Cellular Space Gray","false","true","iPadAir13M2512W+CSG","195949295003"
"false","iPad Air 13"" (M2) 512GB Starlight","Asset","Apple-iPad","iPad Air 13"" (M2) 512GB Wi-Fi + Cellular Starlight","false","true","iPadAir13M2512W+CS","195949297885"
"false","iPad Air 13"" (M2) 512GB Purple","Asset","Apple-iPad","iPad Air 13"" (M2) 512GB Wi-Fi Purple","false","true","iPadAir13M2512WP","195949286520"
"false","iPad Air 13"" (M2) 512GB Space Gray","Asset","Apple-iPad","iPad Air 13"" (M2) 512GB Wi-Fi Space Gray","false","true","iPadAir13M2512WSG","195949255397"
"false","iPad Air 13"" (M3) 128GB Blue","Asset","Apple-iPad","iPad Air 13"" (M3) 128GB Wi-Fi + Cellular Blue","false","true","iPadAir13M3128W+CB","195949964053"
"false","iPad Air 13"" (M3) 128GB Purple","Asset","Apple-iPad","iPad Air 13"" (M3) 128GB Wi-Fi + Cellular Purple","false","true","iPadAir13M3128W+CP","195949964282"
"false","iPad Air 13"" (M3) 128GB Space Gray","Asset","Apple-iPad","iPad Air 13"" (M3) 128GB Wi-Fi + Cellular Space Gray","false","true","iPadAir13M3128W+CSG","195949963827"
"false","iPad Air 13"" (M3) 128GB Starlight","Asset","Apple-iPad","iPad Air 13"" (M3) 128GB Wi-Fi + Cellular Starlight","false","true","iPadAir13M3128W+CS","195949964510"
"false","iPad Air 13"" (M3) 128GB Starlight","Asset","Apple-iPad","iPad Air 13"" (M3) 128GB Wi-Fi Starlight","false","true","iPadAir13M3128WS","195950069266"
"false","iPad Air 13"" (M3) 1TB Blue","Asset","Apple-iPad","iPad Air 13"" (M3) 1TB Wi-Fi + Cellular Blue","false","true","iPadAir13M31TBW+CB","195949966767"
"false","iPad Air 13"" (M3) 1TB Starlight","Asset","Apple-iPad","iPad Air 13"" (M3) 1TB Wi-Fi Starlight","false","true","iPadAir13M31TBWS","195950069495"
"false","iPad Air 13"" (M3) 256GB Space Gray","Asset","Apple-iPad","iPad Air 13"" (M3) 256GB Wi-Fi + Cellular Space Gray","false","true","iPadAir13M3256W+CSG","195949964749"
"false","iPad Air 13"" (M3) 256GB Blue","Asset","Apple-iPad","iPad Air 13"" (M3) 256GB Wi-Fi Blue","false","true","iPadAir13M3256WB","195950069358"
"false","iPad Air 13"" (M3) 512GB Blue","Asset","Apple-iPad","iPad Air 13"" (M3) 512GB Wi-Fi + Cellular Blue","false","true","iPadAir13M3512W+CB","195950069433"
"false","iPad Air 13"" (M4) 128GB Blue","Asset","Apple-iPad","iPad Air 13"" (M4) 128GB Blue","false","true","AIR13M4128B","X80000000000000017"
"false","iPad Air 13"" (M4) 128GB Purple","Asset","Apple-iPad","iPad Air 13"" (M4) 128GB Purple","false","true","AIR13M4128P","X80000000000000018"
"false","iPad Air 13"" (M4) 128GB Space Gray","Asset","Apple-iPad","iPad Air 13"" (M4) 128GB Space Gray","false","true","AIR13M4128SG","X80000000000000016"
"false","iPad Air 13"" (M4) 128GB Starlight","Asset","Apple-iPad","iPad Air 13"" (M4) 128GB Starlight","false","true","AIR13M4128S","X80000000000000019"
"false","iPad Air 13"" (M4) 1TB Blue","Asset","Apple-iPad","iPad Air 13"" (M4) 1TB Blue","false","true","AIR13M41TBB","X80000000000000029"
"false","iPad Air 13"" (M4) 1TB Purple","Asset","Apple-iPad","iPad Air 13"" (M4) 1TB Purple","false","true","AIR13M41TBP","X80000000000000030"
"false","iPad Air 13"" (M4) 1TB Space Gray","Asset","Apple-iPad","iPad Air 13"" (M4) 1TB Space Gray","false","true","AIR13M41TBSG","X80000000000000028"
"false","iPad Air 13"" (M4) 1TB Starlight","Asset","Apple-iPad","iPad Air 13"" (M4) 1TB Starlight","false","true","AIR13M41TBS","X80000000000000031"
"false","iPad Air 13"" (M4) 256GB Blue","Asset","Apple-iPad","iPad Air 13"" (M4) 256GB Blue","false","true","AIR13M4256B","X80000000000000021"
"false","iPad Air 13"" (M4) 256GB Purple","Asset","Apple-iPad","iPad Air 13"" (M4) 256GB Purple","false","true","AIR13M4256P","X80000000000000022"
"false","iPad Air 13"" (M4) 256GB Space Gray","Asset","Apple-iPad","iPad Air 13"" (M4) 256GB Space Gray","false","true","AIR13M4256SG","X80000000000000020"
"false","iPad Air 13"" (M4) 256GB Starlight","Asset","Apple-iPad","iPad Air 13"" (M4) 256GB Starlight","false","true","AIR13M4256S","X80000000000000023"
"false","iPad Air 13"" (M4) 512GB Blue","Asset","Apple-iPad","iPad Air 13"" (M4) 512GB Blue","false","true","AIR13M4512B","X80000000000000025"
"false","iPad Air 13"" (M4) 512GB Purple","Asset","Apple-iPad","iPad Air 13"" (M4) 512GB Purple","false","true","AIR13M4512P","X80000000000000026"
"false","iPad Air 13"" (M4) 512GB Space Gray","Asset","Apple-iPad","iPad Air 13"" (M4) 512GB Space Gray","false","true","AIR13M4512SG","X80000000000000024"
"false","iPad Air 13"" (M4) 512GB Starlight","Asset","Apple-iPad","iPad Air 13"" (M4) 512GB Starlight","false","true","AIR13M4512S","X80000000000000027"
"true","iPad Case Strap","Item","Accessory","iPad Case Strap","false","false","iPadStrap","123123456456"
"true","iPad Case","Item","Accessory","iPad Case: Generic","false","false","iPadCG","1234567899"
"true","iPad Magic Keyboard Case","Item","Accessory","iPad Magic Keyboard for iPad Pro 13""","false","false","iPMKfiPP13""","195949484407"
"false","iPad Mini (A17 Pro) 128GB Space Gray","Asset","Apple-iPad","iPad Mini (A17 Pro) 128GB Space Gray","false","true","iPadMiniA17P128GBSG","X800000000000000010"
"false","iPad Pro 10.5"" (A10X, 2017) 256GB Space Gray","Asset","Apple-iPad","iPad Pro 10.5"" (A10X, 2017) 256GB Wi-Fi + Cellular Space Gray","false","true","iPadPro10.5A10X256W+CSG","190198331434"
"false","iPad Pro 10.5"" (A10X, 2017) 64GB Space Gray","Asset","Apple-iPad","iPad Pro 10.5"" (A10X, 2017) 64GB Wi-Fi + Cellular Space Gray","false","true","iPadPro10.5A10X64W+CSG","190198351059"
"false","iPad Pro 11"" (A12X, 2018) 64GB Space Gray","Asset","Apple-iPad","iPad Pro 11"" (A12X, 2018) 64GB Wi-Fi + Cellular Space Gray","false","true","iPadPro11A12X64W+CSG","190198889980"
"false","iPad Pro 11"" (A12Z, 2020) 128GB Wi-Fi + Cellular Silver","Asset","Apple-iPad","iPad Pro 11"" (A12Z, 2020) 128GB Wi-Fi + Cellular Silver","false","true","iPadPro11A12Z128W+CS","190000123456"
"false","iPad Pro 11"" (A12Z, 2020) 128GB Space Gray","Asset","Apple-iPad","iPad Pro 11"" (A12Z, 2020) 128GB Wi-Fi + Cellular Space Gray","false","true","iPadPro11A12Z128W+CSG","190199462719"
"false","iPad Pro 11"" (A12Z, 2020) 256GB Wi-Fi + Cellular Silver","Asset","Apple-iPad","iPad Pro 11"" (A12Z, 2020) 256GB Wi-Fi + Cellular Silver","false","true","iPadPro11A12Z256W+CS","191234987654"
"false","iPad Pro 11"" (A12Z, 2020) 512GB Space Gray","Asset","Apple-iPad","iPad Pro 11"" (A12Z, 2020) 512GB Wi-Fi + Cellular Space Gray","false","true","iPadPro11A12Z512W+CSG","190199423763"
